"NPI","Provider Other Organization Name","Provider Other Organization Name Type Code","Created Date"
"1912395203","CORNERSTONE SPECIALTY HOSPITALS AUSTIN","5","07/10/2025"
"1932844487","Caring Hands Homecare LLC","4","08/04/2023"
"1942379912","Kindred Hospital Houston Medical Center","3","05/02/2019"
"1942379912","Kindred Hospital Houston Medical Center","3","08/02/2011"
"1942492814","HOOSIER FOOT AND ANKLE LLC","3","08/15/2007"
"1942492814","HOOSIER FOOT AND ANKLE LLC","3","08/19/2020"
"1982492997","Rebekah Children's Services","3","04/29/2025"
"1992671747","LM Therapy","3","10/16/2025"
"1003366006","Scottsdale Fire Department","3","11/12/2024"
"1003748062","Warriors of Wellness Therapy","3","06/02/2026"
"1023897808","Rise Psychology NYC","3","04/10/2024"
"1023897808","Rise Psychology NYC","3","12/05/2025"
"1023897808","Fanny Ng Psychology Services PLLC","4","12/05/2025"
"1164150306","Bella Home Health of Texas","3","12/06/2022"
"1164150306","Doctor's Choice Home Care","3","06/02/2026"
"1164252235","EPIC Medical Care","3","08/05/2024"
"1255263307","Exquisite Dental Implant Center & Oral Surgery","3","06/02/2026"
"1306479829","SPORTS MEDICINE TOWER HEALTH MEDICAL GROUP MANAYUNK","3","02/10/2020"
"1306479829","SPORTS MEDICINE TOWER HEALTH MEDICAL GROUP MANAYUNK","3","02/19/2020"
"1336071497","Coast Anesthesia","3","06/02/2026"
"1376684738","Eastern Marshall County EMS","3","01/19/2016"
"1417788043","Golden Gate Counseling Services","3","08/14/2024"
"1609170737","ForMotion Clinic","3","06/02/2026"
"1609170737","ForMotion Clinic","3","08/14/2025"
"1629043047","ForMotion Clinic","3","06/02/2026"
"1629043047","Pop Prosthetics","3","12/16/2020"
"1679192876","Ridge Care Dialysis","3","01/25/2022"
"1679192876","Ridge Care Dialysis","3","04/07/2020"
"1700498599","Doctor's Choice Hospice","3","12/02/2021"
"1821920976","Taft Adult Daycare Center","3","06/01/2026"
"1841080561","Texas Health Care Imaging","3","05/07/2025"
"1861657009","AdaptHealth","3","06/02/2026"
"1003459702","PSYCHIATRY TOWER HEALTH MEDICAL GROUP WISSAHICKON AVENUE","3","10/25/2019"
"1073467015","Three Trails Behavioral Hospital","3","02/23/2026"
"1134074792","Commissioned Health","5","06/02/2026"
"1134074792","Commissioned Health PLLC","5","06/02/2026"
"1144486549","Full Strength Physical Therapy","3","02/03/2026"
"1164061958","Price Family Pharmacy","3","06/02/2026"
"1164061958","Price Family Pharmacy, LTC","3","06/02/2026"
"1164061958","Price Family Pharmacy, LTC","3","06/05/2024"
"1205017977","Greene County Health and Rehab","3","06/02/2026"
"1205017977","Greene Rural Health Care","3","12/28/2007"
"1205017977","Greene Rural Health Center","5","06/02/2026"
"1245297415","Healthway Pharmacy","3","12/12/2016"
"1275586174","SSM Health St Clare Fenton","3","03/26/2026"
"1275586174","SSM Health St Clare Hospital","3","03/26/2026"
"1275586174","SSM Health St. Clare Hospital Physician Billing","3","03/26/2026"
"1275586174","SSM Health St. Clare Hospital Physician Billing","3","12/04/2015"
"1295561017","ORTEGA MEDICAL GROUP","3","06/02/2026"
"1295684967","CVS Pharmacy #11701","3","01/26/2026"
"1316438799","Foot & Ankle Centers","3","03/07/2025"
"1346872116","SPORTS MEDICINE TOWER HEALTH MEDICAL GROUP BROAD STREET","3","02/10/2020"
"1346872116","SPORTS MEDICINE TOWER HEALTH MEDICAL GROUP BROAD STREET","3","02/19/2020"
"1346908167","Heale","3","02/23/2022"
"1346908167","Heale","3","05/14/2021"
"1356474878","CAC In Home Crisis Stabilization","5","06/02/2026"
"1356474878","CYS Children's In Home Crisis Stabilization","5","01/27/2025"
"1356474878","CYS Children's In Home Crisis Stabilization","5","06/02/2026"
"1366916355","Foot & Ankle Centers","3","03/07/2025"
"1376492702","Rituality Wellness","3","03/13/2026"
"1386281608","PSYCHIATRY TOWER HEALTH MEDICAL GROUP RACE STREET","3","01/06/2020"
"1407499148","PSYCHIATRY TOWER HEALTH MEDICAL GROUP ERIE AVENUE","3","02/12/2020"
"1508030917","Advanced Medical Group","3","05/02/2018"
"1508030917","Republic Pain and Anesthesia Consultants","3","05/02/2018"
"1508030917","Spine Orthopedic and Pain Surgical Partners","3","05/02/2018"
"1508030917","Texas Brain Center","3","05/02/2018"
"1518899582","Colerain Care Center","3","06/02/2026"
"1558163923","Tyne","3","03/09/2026"
"1568394542","Lima Care Community","3","06/02/2026"
"1669248035","Arcadia Psychotherapy","3","11/28/2023"
"1679443865","PCC Collaborative Bridges Health Center","3","06/02/2026"
"1699019539","DCH Oncology Physicians","3","12/17/2012"
"1720736374","Heale","3","06/02/2026"
"1770778193","ForMotion Clinic","3","06/02/2025"
"1790621977","St. Peter's Cardiology Associates","5","05/21/2026"
"1811530512","PSYCHIATRY TOWER HEALTH MEDICAL GROUP VINE STREET","3","04/01/2020"
"1811530512","Tower Drexel Academic Medical Group Outpatient Psychiatric Clinic","3","04/01/2020"
"1821920802","Lima Care Community","3","06/02/2026"
"1841833548","Family Medicine Tower Health Medical Group Manayunk","3","12/27/2019"
"1871469429","Serena Primary Care and Med Spa","5","10/12/2025"
"1891782595","Guardian Ambulance","3","06/02/2026"
"1891782595","Medshore Ambulance Service","3","05/05/2017"
"1891782595","Medshore Ambulance Service","3","06/02/2026"
"1891782595","Port City Ambulance","3","06/02/2026"
"1912549650","Foot & Ankle Centers","3","03/07/2025"
"1912839994","Lansford Dental Group","3","06/02/2026"
"1013016773","EGLIN CALL IN REFILLS PHCY","3","06/11/2015"
"1013915255","Kelsey Seybold Clinic","3","07/22/2022"
"1013915255","Kelsey Seybold Clinic","3","12/12/2007"
"1023327467","San Luis Obispo Dialysis","3","02/28/2019"
"1023327467","San Luis Obispo Dialysis","3","10/04/2010"
"1023651726","Family Medicine Tower Health Medical Group University City","3","12/27/2019"
"1063511707","PATRICK SATL PHCY","3","11/06/2013"
"1104925361","BUCHANAN OP PHCY","3","02/18/2010"
"1134518798","EGLIN DUKE FC PHCY","3","01/20/2015"
"1174200620","Amedisys Hospice of Brevard","3","04/09/2024"
"1174200620","Palliative Care Connections of Brevard","3","06/02/2026"
"1184721938","KNOX MAIN PHCY","3","01/09/2009"
"1205479904","FAMILY MEDICINE TOWER HEALTH MEDICAL GROUP BROAD STREET","3","10/25/2019"
"1205479904","FAMILY MEDICINE TOWER HEALTH MEDICAL GROUP BROAD STREET","3","12/02/2019"
"1215570916","Rheumatology Tower Health Medical Group Broad Street","3","10/25/2019"
"1215570916","Rheumatology Tower Health Medical Group Broad Street","3","12/02/2019"
"1215869201","North Park Care Community","3","06/02/2026"
"1225886963","Integrity Family Counseling, Health & Wellness","3","05/19/2026"
"1225886963","Integrity Health Clinic","3","04/24/2025"
"1255028379","CHRISTUS HomeCare","3","06/02/2026"
"1275527970","Bridge Hospice","3","06/02/2026"
"1275527970","Traditions Health","3","12/10/2020"
"1275632465","ARNOLD PHCY","3","05/22/2015"
"1285733907","TYNDALL SATL PHCY","3","09/26/2016"
"1306791421","Roots and Roads Wellness","3","03/03/2026"
"1326881632","Trellis Health","3","03/31/2025"
"1326881632","Trellis Health","3","06/14/2024"
"1366541088","PATRICK MAIN PHCY 45TH MDG","3","11/06/2013"
"1376475368","Sleepy Eye Medical Center-Fairfax Medical Clinic","3","06/02/2026"
"1376982413","CAMPB VIRTUAL PHCY","3","06/21/2013"
"1386708030","TYNDALL MAIN PROVIDER PHCY","3","09/26/2016"
"1457995938","FAMILY MEDICINE TOWER HEALTH MEDICAL GROUP DREXEL STUDENT HEALTH","3","10/25/2019"
"1457995938","FAMILY MEDICINE TOWER HEALTH MEDICAL GROUP DREXEL STUDENT HEALTH","3","12/02/2019"
"1508269200","BCHS","5","05/17/2019"
"1508269200","BCHS","5","10/08/2014"
"1508856923","BARD OPTICAL","3","03/07/2023"
"1508856923","BARD OPTICAL","3","12/13/2011"
"1558460188","KNOX PX PHCY","3","02/19/2010"
"1558549121","Rucker Dental Phcy","3","10/08/2009"
"1568561983","SELFRIDGE ANG PHCY","3","07/23/2010"
"1578119087","DoD SABAL PARK ePhcy","3","02/18/2020"
"1578119087","DoD SABAL PARK ePhcy","3","08/08/2019"
"1578495560","North Park Care Community","3","06/02/2026"
"1578662250","MACPHERSON MAIN PHCY","3","02/18/2010"
"1659203644","Clearspace Therapy NYC","3","05/22/2026"
"1659478402","EGLIN MAIN PHCY","3","04/06/2016"
"1689771446","MCCOY TMC PHCY","3","07/23/2010"
"1689773350","MOODY PHCY 23RD MDG","3","06/17/2011"
"1699607671","Mansfield Care Center","3","06/02/2026"
"1699607697","Gentle Care Home Aides LLC","4","06/02/2026"
"1720185572","ROCK ISLAND ARSENAL PHCY","3","01/09/2009"
"1760314751","Visiting Angels","3","05/22/2026"
"1780227488","Internal Medicine Tower Health Medical Group Broad Street","3","10/25/2019"
"1801039417","Camp Atterbury Phcy","3","05/22/2015"
"1841896842","Posh Hair Designz","3","06/25/2021"
"1912313222","DoD ROCK ISLAND ePhcy","3","07/08/2014"
"1922107689","EGLIN BX SATL PHCY","3","06/11/2015"
"1972602613","EGLIN NOMAD MED CAB PHCY","3","06/11/2015"
"1023117066","PINE BLUFF ARSENAL PHCY","3","08/21/2009"
"1033163282","Bard Optical","3","03/07/2023"
"1033163282","Bard Optical","3","05/20/2006"
"1053651745","Dawn Y. Stein DPM CWS LLC","4","01/09/2019"
"1063165991","Core Alliance Coaching","3","01/31/2022"
"1063165991","Core Alliance Consulting","3","01/31/2022"
"1063165991","Senior Assistance at Home","3","01/31/2022"
"1073612024","LOS ANGELES PHCY 61ST MDS","3","11/15/2013"
"1073682290","CAMP STANLEY PHCY","3","10/09/2009"
"1124072269","Bard Optical","3","03/07/2023"
"1124072269","Bard Optical","3","05/22/2006"
"1134068794","PHYSICIAN HOMEVISITS","3","03/26/2026"
"1134173321","Bard Optical","3","03/07/2023"
"1134173321","Bard Optical","3","05/20/2006"
"1154252062","NHMG Palliative Medicine","3","06/02/2026"
"1164476354","Bard Optical","3","03/07/2023"
"1164476354","Bard Optical","3","05/20/2006"
"1164521217","REDSTONE PHCY","3","09/29/2008"
"1194824458","SILL MAIN OP PHCY","3","01/09/2009"
"1205663499","BARD OPTICAL","3","09/13/2024"
"1205663499","BARD OPTICAL","3","09/19/2024"
"1245337096","TINKER PHCY","3","04/26/2023"
"1245337096","TINKER PHCY","3","11/06/2013"
"1255617924","Bard Optical","3","03/07/2023"
"1255617924","Bard Optical","3","10/26/2011"
"1265248835","Valuget Homecare Services","3","12/08/2024"
"1265531222","TRAVIS NO NEW REFILL PHCY","3","01/21/2016"
"1275587420","Bard Optical","3","03/07/2023"
"1275587420","Bard Optical","3","05/20/2006"
"1295774859","Bard Optical","3","03/07/2023"
"1295774859","Bard Optical","3","06/05/2013"
"1306915426","CAMP HIALEAH PHCY","3","04/18/2010"
"1346349305","TRAVIS POE PHCY","3","01/21/2016"
"1346961588","Phoenixville Hospital Hematology Oncology","3","09/07/2022"
"1366400855","SSM Health St. Mary's Hospital Physician Billing","3","10/09/2020"
"1366400855","SSM Health St. Mary's Hospital Physician Billing","3","12/04/2015"
"1376581611","Bard Optical","3","03/07/2023"
"1376581611","Bard Optical","3","06/02/2006"
"1376598599","SSM Health DePaul Hospital","3","02/13/2019"
"1376598599","SSM Health DePaul Hospital","3","02/14/2019"
"1386162014","Phoenixville Hospital","3","02/09/2023"
"1386162014","Rehabilitation at Phoenixville Hospital","3","02/09/2023"
"1386705697","Beacon Palliative Care, an Amedisys Company","3","09/21/2016"
"1386743706","COLUMBUS PHCY","3","02/10/2016"
"1427002922","SSM Health St. Joseph Hospital - St. Charles Physician Billing","3","12/04/2015"
"1447359690","SHEPPARD SATL PHCY","3","01/20/2016"
"1457205544","BOK Behavioral Health","5","02/24/2026"
"1457654766","SILL TMC #1 PHCY","3","12/08/2010"
"1477013183","The House of Mercy","3","06/02/2026"
"1477040483","Petersville Family Care","3","04/16/2018"
"1518036722","CAMP RED CLOUD CLINIC PHCY","3","10/09/2009"
"1528012218","Bard Optical","3","03/07/2023"
"1528012218","Bard Optical","3","05/19/2006"
"1528013471","Bard Optical","3","03/07/2023"
"1528013471","Bard Optical","3","05/22/2006"
"1528167582","TRAVIS 1ST FLR OP PHCY","3","01/21/2016"
"1538113097","SSM Health St. Joseph Hospital - Lake Saint Louis Physician Billing","3","12/04/2015"
"1538571096","DoD BARKSDALE ePhcy","3","06/02/2014"
"1538720263","Dunamis Pharmacy","3","06/24/2019"
"1538720263","Dunamis Pharmacy","3","10/13/2020"
"1548629256","Bard Optical","3","02/23/2016"
"1548629256","Bard Optical","3","10/19/2021"
"1558786665","Hometown Family Medical, LLC","3","02/26/2014"
"1568561785","SHEPPARD OP PHCY","3","01/20/2016"
"1588603138","Bard Optical","3","03/07/2023"
"1588603138","Bard Optical","3","06/06/2006"
"1598710345","Bard Optical","3","05/23/2006"
"1598710345","Bard Optical","3","09/05/2018"
"1609815992","Bard Optical","3","03/07/2023"
"1609815992","Bard Optical","3","06/05/2006"
"1619074465","MALMSTROM PHCY","3","11/06/2013"
"1619678752","Phoenixville Hospital Gynecologic Oncology","3","03/15/2023"
"1629319330","Bard Optical","3","03/05/2013"
"1629319330","Bard Optical","3","03/07/2023"
"1629900634","Griswold Home Care for San Mateo","3","06/02/2026"
"1679670434","VANDENBERG PHCY","3","01/22/2016"
"1679672893","LAUGHLIN PHCY","3","03/28/2016"
"1679749501","Moreno Valley Family Health Center","3","03/20/2019"
"1679749501","Moreno Valley Family Health Center","3","04/30/2008"
"1730134552","Bard Optical","3","03/07/2023"
"1730134552","Bard Optical","3","05/23/2006"
"1740041581","CHSI Mobile Wellness Clinic #1","3","01/19/2024"
"1740041581","CHSI Mobile Wellness Clinic #1","3","03/25/2022"
"1750805552","Phoenixville Hospital","3","01/21/2026"
"1750805552","Phoenixville Hospital","3","10/05/2017"
"1750805552","Phoenixville Outpatient Therapies PT/OT/ST","3","01/21/2026"
"1760421317","Bard Optical","3","03/07/2023"
"1760421317","Bard Optical","3","06/06/2006"
"1760569651","PARKER MURRI VISION","3","06/02/2026"
"1760569651","UNGRICHT PARKER EYE ASSOCIATES","3","03/11/2015"
"1790723542","Bard Optical","3","03/01/2019"
"1790723542","Bard Optical","3","06/03/2006"
"1790884740","BEALE MAIN PHCY","3","05/22/2015"
"1811096969","BLISS CONS TMC PHCY","3","02/19/2010"
"1831298017","SILL COMMISSARY PHCY","3","07/28/2010"
"1831323419","Bard Optical","3","03/07/2023"
"1831323419","Bard Optical","3","05/11/2009"
"1851163182","BARD OPTICAL","3","12/04/2023"
"1881793032","HOOD PEDS PHCY","3","02/19/2010"
"1902123243","MONTEREY MD PHCY","3","04/27/2010"
"1902850043","Bard Optical","3","03/07/2023"
"1902850043","Bard Optical","3","05/22/2006"
"1912200221","SILL CBPCC PHCY","3","12/08/2010"
"1932153186","Bard Optical","3","05/20/2006"
"1932153186","Bard Optical","3","10/27/2020"
"1942309919","TRAVIS BX OP PHCY","3","01/21/2016"
"1982703245","MCALESTER PHCY","3","08/21/2009"
"1992455828","Phoenixville Hospital Oncologist","3","03/24/2022"
"1992802748","BARKSDALE MAIN PHCY","3","05/22/2015"
"1013432426","Walgreens #18112","3","08/09/2019"
"1013479716","Carpenters Pharmacy","3","08/16/2023"
"1033008461","Executive Home Care of Manassas","3","06/10/2025"
"1033008461","Executive Home Care of Manassas","3","07/23/2025"
"1033146279","FHN Hospice","3","09/27/2022"
"1033146279","FHN Hospice","3","11/30/2010"
"1053986786","TEXAS HEALTH CARE IMAGING","3","05/25/2021"
"1225960255","Farmacia Caridad#51","3","05/22/2026"
"1235061276","Highlands Home Health","3","06/02/2026"
"1245312388","Beyond Boundaries Therapy & Wellness","3","04/30/2025"
"1285518613","TEXAS HEALTH CARE IMAGING","3","07/31/2025"
"1295154912","Columbia County Dialysis","3","04/09/2014"
"1295154912","Columbia County Dialysis","3","08/29/2018"
"1326183427","FHN Memorial Hospital","3","02/20/2007"
"1326183427","FHN Memorial Hospital","3","06/02/2026"
"1326183427","MercyHealth FHN Hospital","3","06/02/2026"
"1366382244","BELIEVE CENTER","3","06/02/2026"
"1396181533","MALSTROM REFILL PHCY","3","05/15/2013"
"1396400891","Breathe California of the Bay Area","4","10/10/2024"
"1396400891","Breathe California of the Bay Area","4","10/26/2021"
"1396677324","White Oaks Personal Care Home","3","06/02/2026"
"1437042819","Allera Homecare Services LLC","3","06/02/2025"
"1457337016","FHN","3","06/02/2026"
"1457337016","FHN","3","12/15/2005"
"1457337016","Mercy Health Western Region","3","06/02/2026"
"1457784605","ABA Connect","3","12/05/2022"
"1457784605","BrightPath Behavior","3","10/22/2025"
"1457784605","ABA Connect","5","10/22/2025"
"1457784605","Austin ABA Connect","5","10/22/2025"
"1467200394","TEXAS HEALTH CARE IMAGING","3","05/07/2024"
"1528990553","ROWI Kids Mission Valley","3","06/02/2026"
"1639278344","USAFA INPAT PHCY","3","01/22/2016"
"1659898559","Physio 2 Go","5","08/23/2017"
"1659898559","Physio 2 Go","5","11/19/2020"
"1760230684","TEXAS HEALTH CARE IMAGING","3","05/07/2024"
"1760230684","TEXAS HEALTH CARE IMAGING","3","06/02/2025"
"1801552468","Vertex Foot and Ankle Specialists","3","03/10/2026"
"1801552468","Los Feliz Foot and Ankle A","5","03/10/2026"
"1801552468","Los Feliz Foot and Ankle A","5","05/31/2022"
"1841335395","PREVOST MEMORIAL HOSPITAL","3","05/13/2008"
"1861324881","Beverly Hills Pediatric Dentistry","3","06/02/2026"
"1932866217","ForMotion Clinic","3","06/02/2026"
"1932928371","Connected Care Therapy Group","3","06/02/2026"
"1952075590","NP Psych and Mental Health","3","01/13/2023"
"1952075590","NP Psych and Mental Health","3","08/03/2021"
"1033041082","Cornerstone Caregiving","5","06/02/2026"
"1033072004","Transformative Therapy","3","01/09/2026"
"1043142094","Cornerstone Caregiving","5","06/02/2026"
"1043735061","Walgreens #19398","3","10/25/2018"
"1043735681","Walgreens #17481","3","11/09/2018"
"1043735681","Walgreens #17481","3","11/15/2018"
"1053836056","Walgreens #19886","3","11/08/2019"
"1053836320","Rite Aid #19253","3","01/31/2018"
"1053836320","Walgreens #19253","3","01/07/2026"
"1063938652","Walgreens #18299","3","08/16/2019"
"1083807432","WALGREENS #10780","3","06/05/2008"
"1083807432","WALGREENS #10780","3","06/09/2020"
"1093239105","Walgreens #19967","3","10/04/2019"
"1093239105","Walgreens #19967","3","10/11/2019"
"1093852618","WALGREENS #10428","3","03/08/2022"
"1093852618","WALGREENS #10428","3","04/17/2008"
"1154846772","Walgreens #17356","3","06/28/2019"
"1164947479","Walgreens #18416","3","10/11/2019"
"1164947487","Walgreens #19162","3","05/24/2019"
"1215452834","Walgreens #17364","3","10/18/2019"
"1235256637","Community Health Center of Yavapai","3","02/10/2017"
"1235653106","Walgreens #17139","3","10/18/2019"
"1235655507","Rite Aid #18268","3","03/02/2018"
"1235655507","Walgreens #18268","3","10/04/2019"
"1245756469","Walgreens #19674","3","08/23/2019"
"1255856217","Rite Aid #19461","3","01/31/2018"
"1255856217","Walgreens #19461","3","11/22/2019"
"1265957062","Walgreens #17473","3","10/29/2019"
"1295250579","Walgreens #19285","3","07/19/2019"
"1295259158","Walgreens #17355","3","07/22/2021"
"1295897379","Attendant Care Services","5","12/14/2006"
"1306883244","Kaniksu Community Health","3","12/03/2021"
"1316343320","Kaniksu Community Health","3","12/03/2021"
"1326563826","Walgreens #18000","3","08/16/2019"
"1356614853","Walgreens Specialty Pharmacy #15307","3","12/04/2024"
"1366504441","Personal Care Services","5","12/14/2006"
"1376067082","Walgreens #17152","3","10/04/2019"
"1386168367","Walgreens #17745","3","08/09/2019"
"1417472853","Walgreens #18119","3","11/01/2019"
"1427573062","Walgreens #17964","3","11/01/2019"
"1437673159","Walgreens #17332","3","06/16/2021"
"1457366437","WALGREENS #03520","3","03/09/2022"
"1457366437","WALGREENS #03520","3","06/05/2008"
"1457875189","Walgreens #17159","3","12/13/2019"
"1457877714","Walgreens #19575","3","10/29/2019"
"1467384412","Cornerstone Caregiving","5","06/02/2026"
"1487343364","St Christophers Pediatric Associates Behavioral Health E Erie Avenue","3","05/05/2023"
"1508381823","Walgreens #18431","3","09/17/2019"
"1528582475","Walgreens #17149","3","09/26/2019"
"1538447727","Kaniksu Community Health","3","12/03/2021"
"1538683529","Walgreens #17725","3","06/14/2019"
"1548785827","Walgreens #19304","3","10/11/2019"
"1548786734","WALGREEN EASTERN CO, INC","3","08/26/2025"
"1548786734","Walgreens #19802","3","05/17/2019"
"1548786734","Walgreens #19802","3","08/26/2025"
"1558887950","Walgreens #19359","3","07/19/2019"
"1578088068","Walgreens #17989","3","08/28/2019"
"1588103303","The Communication Depot","3","02/13/2017"
"1588180038","Walgreens #17990","3","08/02/2019"
"1609049998","Walgreens #11545","3","03/22/2022"
"1609049998","Walgreens #11545","3","04/08/2008"
"1609390681","Walgreens #18248","3","12/14/2018"
"1619492667","Walgreens #19912","3","09/27/2019"
"1629593694","Walgreens #19789","3","12/06/2019"
"1629594155","Walgreens #17523","3","07/26/2019"
"1639001688","Cornerstone Caregiving","5","06/02/2026"
"1639714967","Comfort Home Health","3","03/16/2021"
"1649541616","WALGREENS # 12400","3","01/23/2012"
"1649541616","WALGREENS # 12400","3","04/01/2022"
"1649585951","WALGREENS # 11509","3","01/24/2019"
"1649585951","WALGREENS # 11509","3","08/11/2010"
"1659317022","Community Health Center of Yavapai","3","02/10/2017"
"1669998050","Walgreens #17708","3","09/24/2019"
"1679159982","Simply You Wellness","3","12/20/2023"
"1679159982","Tara B Fertility","3","01/08/2024"
"1679159982","Tara B Fertility","3","12/20/2023"
"1689860777","Walgreens #10077","3","02/27/2008"
"1689860777","Walgreens #10077","3","03/01/2022"
"1699290056","Walgreens #18403","3","10/11/2019"
"1699290098","Walgreens #18004","3","08/23/2019"
"1700300407","Walgreens #17141","3","04/26/2019"
"1720503782","Walgreens #19423","3","11/15/2019"
"1730011784","Cornerstone Caregiving","5","06/02/2026"
"1740306307","Community Health Center of Yavapai","3","02/10/2017"
"1740585553","WALGREENS #11886","3","01/26/2011"
"1740585553","WALGREENS #11886","3","03/25/2022"
"1750806014","Waglreens #19241","3","10/18/2019"
"1770007585","Walgreens #19464","3","08/23/2019"
"1770758898","WALGREENS #11285","3","03/18/2022"
"1770758898","WALGREENS #11285","3","04/29/2008"
"1770816704","Walgreens #12325","3","03/30/2022"
"1770816704","Walgreens #12325","3","09/09/2009"
"1811054877","Kaniksu Community Health","3","12/03/2021"
"1821846999","Albany Advanced Imaging","5","05/21/2026"
"1821846999","St. Peter's Hospital Medical Imaging","5","05/17/2024"
"1821846999","St. Peter's Medical Imaging","5","05/21/2026"
"1821846999","St. Peter's Medical Imaging Saratoga","5","05/21/2026"
"1871055822","Eastland Dialysis Center","3","04/01/2019"
"1902455058","Olympic Family Chiropractic","3","09/10/2019"
"1932031978","Cornerstone Caregiving","5","06/02/2026"
"1952501389","Yavapai County Community Health Services","3","07/24/2007"
"1972184869","St. Christopher's Pediatric Associates Endocrinology - Grings Hill Rd","3","08/03/2021"
"1972435923","Cornerstone Caregiving","5","06/02/2026"
"1992831754","NIFA Medical Billing","3","06/02/2026"
"1003798943","Hudson Headwaters Pharmacy","3","07/22/2025"
"1023656949","St. Christopher's Pediatric Associates Bethanna Developmental","3","12/16/2019"
"1083252605","St. Christopher's Pediatric Associates Neonatology Next Steps - E. Eri","3","12/18/2019"
"1114561586","St. Christopher's Pediatric Associates Rheumatology - Brodhead Road","3","10/29/2019"
"1114561586","St. Christopher's Pediatric Associates Rheumatology - Brodhead Road","3","11/06/2019"
"1124904727","Kaptivative Care and Wellness","3","06/02/2026"
"1144283649","Sky Ridge Surgical Center","3","06/02/2026"
"1144865791","St. Christopher's Pediatric Associates Adolescent Medicine Specialist","3","10/30/2019"
"1144865791","St. Christopher's Pediatric Associates Adolescent Medicine Specialist","3","12/17/2019"
"1164066502","St. Christopher's Pediatric Associates General Surgery - Brodhead Rd","3","12/16/2019"
"1164398798","DR. MEGAN SORENSEN DNP-CNS LLC","4","06/02/2026"
"1174167571","St. Christopher's Pediatric Associates Cardiothoracic Surgery - E. Eri","3","12/17/2019"
"1194306068","St. Christopher's Pediatric Associates Cardiology Broadcasting Rd","3","07/21/2021"
"1225043482","WALGREENS #13658","3","04/12/2022"
"1225043482","WALGREENS #13658","3","09/01/2011"
"1225210156","Walgreens #16312","3","03/23/2016"
"1225210156","Walgreens #16312","3","05/05/2022"
"1225755952","St. Christopher's Pediatric Associates Gastroenterology Grings Hill Rd","3","10/24/2022"
"1235773458","St. Christopher's Pediatric Associates General Surgery - Jenkintown","3","03/04/2025"
"1235773649","St. Christopher's Pediatric Associates Cardiology - Brodhead Road","3","10/30/2019"
"1235773649","St. Christopher's Pediatric Associates Cardiology - Brodhead Road","3","12/16/2019"
"1245635093","Park Ridge Surgery Center","3","06/02/2026"
"1245749258","Focus Hand and Arm Surgery Center","3","09/21/2017"
"1265013155","St. Christopher's Pediatric Associates Orthopedics - Grings Hill Rd","3","04/21/2021"
"1265013155","St. Christopher's Pediatric Associates Orthopedics - Grings Hill Rd","3","05/04/2021"
"1275460503","Kerman Unified School District Behavioral Health Center","3","06/02/2026"
"1295776920","Rose Surgical Center","3","06/02/2026"
"1306480389","St. Christopher's Pediatric Associates Cardiology - E. Erie Avenue","3","10/31/2019"
"1306480389","St. Christopher's Pediatric Associates Cardiology - E. Erie Avenue","3","12/17/2019"
"1316581788","St. Christopher's Pediatric Associates Pulmonary & Allergy - Brodhead","3","10/29/2019"
"1316581788","St. Christopher's Pediatric Associates Pulmonary & Allergy - Brodhead","3","12/16/2019"
"1316952575","WALGREENS #15199","3","03/22/2013"
"1316952575","WALGREENS #15199","3","04/27/2022"
"1336437482","Ridge View Endoscopy Center","3","07/11/2019"
"1336784818","St. Christopher's Pediatric Associates Neurology - Newtown Yardley","3","01/23/2025"
"1346884756","St. Christopher's Pediatric Associates Adolescent Medicine PCP - E.","3","10/30/2019"
"1346884756","St. Christopher's Pediatric Associates Adolescent Medicine PCP - E.","3","12/17/2019"
"1356227862","SAN DIEGANS AGAINST CHILDHOOD CANCER, INC.","4","08/12/2025"
"1366086720","St. Christopher's Pediatric Associates Orthopedics - Brodhead Road","3","10/29/2019"
"1366086720","St. Christopher's Pediatric Associates Orthopedics - Brodhead Road","3","11/07/2019"
"1386288744","St. Christopher's Pediatric Associates Nephrology - Brodhead Rd","3","12/16/2019"
"1386412104","Wired for Healing Counseling Center","3","12/12/2023"
"1396380887","St. Christopher's Pediatric Associates Oncology - Brodhead Rd","3","12/18/2019"
"1447894860","St. Christopher's Pediatric Associates Immunology Specialist - Brodhea","3","10/29/2019"
"1447894860","St. Christopher's Pediatric Associates Immunology Specialist - Brodhea","3","12/16/2019"
"1497572218","PAX RECOVERY CENTER LLC","3","01/24/2025"
"1497572218","PAX RECOVERY CENTER LLC","3","09/23/2024"
"1497760656","WALGREENS #15200","3","03/28/2019"
"1497760656","WALGREENS #15200","3","04/18/2014"
"1518038215","KOAM PHARMACY","3","01/05/2010"
"1528603875","St. Christopher's Pediatric Associates Anesthesiology - E. Erie Avenue","3","01/20/2020"
"1538091491","Dauntless Outdoor","3","06/02/2026"
"1548076359","Behavioral Health Centers, LLC","5","05/24/2026"
"1679112577","St. Christopher's Pediatric Associates Hematology - Brodhead Road","3","01/02/2020"
"1710940218","Midtown Surgical Center","3","06/02/2026"
"1730011602","Vista Del Sol Assisted Living and Memory Care","3","06/02/2026"
"1740824259","St. Christopher's Pediatric Associates Hospital Medicine - E. Erie Ave","3","12/17/2019"
"1750234241","HealthSource of Sienna","3","06/02/2026"
"1780228296","St. Christophers Pediatric Associates Genetics - Brodhead Road","3","10/29/2019"
